Window,Num threads,Num Variables,Num locks,Num unique good writes,Estimate Cost,Estimate Time Taken,Num mmaps,Max stack size,Max seen size,Node explored,Node seen before,Time taken (sec),Window result
74,2,8,3,5,209.7,0.111,15,9,157,2370,120,0.189,true
75,1,6,7,6,465,0.156,15,1,30,465,0,0.169,true
76,1,7,7,5,465,0.157,15,1,30,465,0,0.169,true
77,3,5,7,3,1539.3,0.157,15,42,4062,60945,7343,2.916,true
78,3,7,7,8,256.8,0.081,15,7,122,1845,106,0.148,true
79,3,6,10,4,478.2,0.16,15,9,219,3300,268,0.283,true
80,3,5,9,5,661.35,0.138,15,21,662,9945,905,0.537,true
81,3,6,9,5,795.9,0.141,15,22,507,7620,482,0.41,true
82,2,4,8,4,465,0.161,15,4,96,1455,66,0.208,true
83,1,4,8,4,465,0.161,15,1,30,465,0,0.174,true
84,2,5,5,4,1017.75,0.166,15,27,313,4710,276,0.332,true
85,2,5,9,4,1068.9,0.164,15,27,443,6660,413,0.394,true
86,2,7,6,4,1111.8,0.161,15,30,451,6780,421,0.396,true
87,2,7,7,5,969.9,0.161,15,23,419,6300,389,0.384,true
88,1,7,7,5,465,0.158,15,1,30,465,0,0.171,true
89,3,6,5,6,486.9,0.112,15,27,1356,20355,1807,0.916,true
90,3,6,3,6,434.1,0.115,15,29,1626,24405,2419,1.146,true
91,3,9,7,9,1552.35,0.173,15,44,3952,59295,7338,3.067,true
92,2,4,7,5,465,0.165,15,3,44,675,14,0.187,true
93,1,4,8,3,465,0.166,15,1,30,465,0,0.18,true
94,3,6,5,6,527.7,0.164,15,7,406,6105,586,0.42,true
95,1,4,7,4,465,0.163,15,1,30,465,0,0.177,true
96,1,4,7,5,465,0.164,15,1,30,465,0,0.177,true
97,1,8,5,6,465,0.181,15,1,30,465,0,0.199,true
98,3,4,9,3,491.4,0.177,15,12,459,6900,697,0.468,true
99,1,6,7,5,465,0.166,15,1,30,465,0,0.179,true
100,2,3,4,3,824.7,0.186,15,16,353,5310,323,0.39,true
101,2,6,4,6,1012.8,0.171,15,19,275,4140,228,0.318,true
102,1,16,1,4,465,0.168,15,1,30,465,0,0.181,true
103,2,10,5,9,613.5,0.174,15,11,251,3780,221,0.312,true
104,1,15,2,3,465,0.176,15,1,30,465,0,0.189,true
105,1,8,4,7,360,0.14,15,1,23,360,0,0.15,true
