Window,Num threads,Num Variables,Num locks,Num unique good writes,Max stack size,Max seen size,Num mmaps,Time taken (sec),Window result
3664,1,2,2,2,1,10,10,0.009,true
3665,2,3,3,2,3,19,10,0.018,true
3666,1,2,2,2,1,10,10,0.009,true
3667,1,4,2,3,1,10,10,0.009,true
3668,1,2,2,2,1,10,10,0.009,true
3669,1,3,2,2,1,10,10,0.009,true
3670,2,4,2,3,3,19,10,0.018,true
3671,1,2,2,2,1,10,10,0.009,true
3672,2,4,2,3,5,33,10,0.034,true
3673,1,2,2,2,1,10,10,0.009,true
3674,2,3,3,2,2,19,10,0.019,true
3675,1,3,2,3,1,10,10,0.009,true
3676,1,3,2,2,1,10,10,0.009,true
3677,1,2,2,3,1,10,10,0.009,true
3678,1,3,2,2,1,10,10,0.009,true
3679,1,3,2,2,1,10,10,0.009,true
3680,1,2,2,2,1,10,10,0.009,true
3681,1,4,2,3,1,10,10,0.009,true
3682,1,2,2,3,1,10,10,0.009,true
3683,1,3,2,2,1,10,10,0.009,true
3684,1,3,2,2,1,10,10,0.009,true
3685,1,2,2,2,1,10,10,0.009,true
3686,1,4,2,3,1,10,10,0.009,true
3687,1,2,2,3,1,10,10,0.009,true
3688,2,4,3,2,5,33,10,0.032,true
3689,2,2,4,1,7,43,10,0.042,true
3690,1,4,2,3,1,10,10,0.009,true
3691,2,2,3,2,9,49,10,0.047,true
3692,2,3,3,2,3,19,10,0.017,true
3693,1,3,2,3,1,10,10,0.009,true
3694,1,3,2,2,1,10,10,0.009,true
3695,1,2,2,3,1,10,10,0.008,true
3696,1,3,2,2,1,10,10,0.009,true
3697,1,3,2,2,1,10,10,0.009,true
3698,1,2,2,2,1,10,10,0.009,true
3699,1,4,2,3,1,10,10,0.009,true
3700,1,2,2,3,1,10,10,0.009,true
3701,1,3,2,2,1,10,10,0.009,true
3702,1,3,2,2,1,10,10,0.009,true
3703,1,2,2,2,1,10,10,0.009,true
3704,1,4,2,3,1,10,10,0.008,true
3705,1,2,2,3,1,10,10,0.009,true
3706,1,3,2,1,1,10,10,0.009,true
3707,2,2,3,3,3,19,10,0.018,true
3708,1,3,2,2,1,10,10,0.009,true
3709,2,2,4,2,6,43,10,0.042,true
3710,2,3,4,2,6,43,10,0.042,true
3711,1,2,2,2,1,10,10,0.01,true
3712,2,4,2,2,8,49,10,0.053,true
3713,1,2,2,2,1,10,10,0.009,true
3714,2,3,3,2,3,19,10,0.018,true
3715,2,2,3,2,3,19,10,0.018,true
3716,1,3,2,2,1,10,10,0.009,true
3717,1,4,2,3,1,10,10,0.009,true
3718,1,2,2,3,1,10,10,0.009,true
3719,2,2,3,1,3,19,10,0.018,true
3720,2,3,3,3,10,51,10,0.05,true
3721,2,3,3,2,8,49,10,0.048,true
3722,1,2,2,2,1,10,10,0.009,true
3723,2,3,4,3,10,51,10,0.05,true
3724,1,3,2,2,1,10,10,0.009,true
3725,2,3,3,2,3,19,10,0.018,true
3726,1,2,2,2,1,10,10,0.009,true
3727,2,3,3,2,3,19,10,0.018,true
3728,2,3,2,3,3,19,10,0.018,true
3729,2,3,2,2,3,19,10,0.018,true
3730,2,3,3,2,7,43,10,0.042,true
3731,2,2,3,2,2,19,10,0.018,true
3732,2,4,3,3,2,19,10,0.018,true
3733,1,2,2,3,1,10,10,0.009,true
3734,1,3,2,1,1,10,10,0.009,true
3735,1,3,2,3,1,10,10,0.009,true
3736,1,2,2,2,1,10,10,0.009,true
3737,1,3,2,2,1,10,10,0.008,true
3738,2,2,3,2,3,19,10,0.018,true
3739,2,4,3,3,7,43,10,0.042,true
3740,2,3,4,2,10,51,10,0.05,true
3741,2,2,3,3,5,33,10,0.031,true
3742,1,3,2,2,1,10,10,0.009,true
3743,1,3,2,2,1,10,10,0.009,true
3744,1,2,2,2,1,10,10,0.009,true
3745,1,4,2,3,1,10,10,0.009,true
3746,1,2,2,3,1,10,10,0.009,true
3747,1,3,2,1,1,10,10,0.009,true
3748,1,3,2,3,1,10,10,0.009,true
3749,1,2,2,2,1,10,10,0.009,true
3750,2,3,3,2,3,19,10,0.018,true
3751,1,2,2,2,1,10,10,0.009,true
3752,2,3,4,2,4,33,10,0.032,true
3753,2,3,2,3,3,19,10,0.018,true
3754,2,4,2,2,3,19,10,0.018,true
3755,2,3,3,2,9,49,10,0.048,true
3756,2,2,3,2,3,19,10,0.017,true
3757,1,4,2,3,1,10,10,0.009,true
3758,1,2,2,3,1,10,10,0.009,true
3759,1,3,2,1,1,10,10,0.009,true
3760,1,3,2,3,1,10,10,0.009,true
3761,1,2,2,2,1,10,10,0.009,true
3762,1,3,2,2,1,10,10,0.008,true
3763,1,3,2,3,1,10,10,0.009,true
3764,1,3,2,2,1,10,10,0.009,true
3765,1,2,2,3,1,10,10,0.009,true
3766,1,3,2,2,1,10,10,0.009,true
3767,2,3,3,2,3,19,10,0.018,true
3768,1,2,2,2,1,10,10,0.009,true
3769,2,4,2,3,7,43,10,0.042,true
3770,2,2,3,2,3,19,10,0.017,true
3771,1,3,2,2,1,10,10,0.008,true
3772,1,3,2,3,1,10,10,0.009,true
3773,1,3,2,2,1,10,10,0.009,true
3774,1,2,2,3,1,10,10,0.009,true
3775,1,3,2,2,1,10,10,0.009,true
3776,1,3,2,2,1,10,10,0.009,true
3777,1,2,2,2,1,10,10,0.009,true
3778,1,4,2,3,1,10,10,0.009,true
3779,1,2,2,3,1,10,10,0.009,true
3780,1,3,2,2,1,10,10,0.009,true
3781,1,3,2,2,1,10,10,0.009,true
3782,1,2,2,2,1,10,10,0.009,true
3783,1,4,2,3,1,10,10,0.009,true
3784,1,2,2,3,1,10,10,0.009,true
3785,1,3,2,1,1,10,10,0.009,true
3786,1,3,2,3,1,10,10,0.009,true
3787,1,2,2,2,1,10,10,0.009,true
3788,1,3,2,2,1,10,10,0.009,true
3789,1,3,2,3,1,10,10,0.009,true
3790,2,3,3,2,3,19,10,0.018,true
3791,2,3,2,4,3,19,10,0.018,true
3792,1,3,2,1,1,10,10,0.009,true
3793,1,3,2,3,1,10,10,0.008,true
3794,1,2,2,2,1,10,10,0.009,true
3795,1,3,2,2,1,10,10,0.009,true
3796,1,3,2,3,1,10,10,0.009,true
3797,1,3,2,2,1,10,10,0.008,true
3798,2,2,3,3,3,19,10,0.018,true
3799,1,3,2,2,1,10,10,0.009,true
3800,1,3,2,2,1,10,10,0.009,true
3801,2,3,3,2,5,33,10,0.032,true
3802,2,3,4,2,7,43,10,0.042,true
3803,1,3,2,2,1,10,10,0.009,true
3804,2,3,3,2,9,49,10,0.048,true
3805,2,2,3,1,3,19,10,0.018,true
3806,1,3,2,3,1,10,10,0.009,true
3807,1,2,2,2,1,10,10,0.009,true
3808,2,3,3,2,3,19,10,0.018,true
3809,1,2,2,2,1,10,10,0.009,true
3810,2,3,4,2,4,33,10,0.032,true
3811,2,3,2,3,3,19,10,0.017,true
3812,2,5,2,3,5,33,10,0.032,true
3813,2,3,4,1,8,49,10,0.047,true
3814,2,3,2,2,3,19,10,0.017,true
3815,2,4,3,3,2,19,10,0.017,true
3816,1,2,2,3,1,10,10,0.009,true
3817,1,3,2,1,1,10,10,0.009,true
3818,1,3,2,3,1,10,10,0.009,true
3819,1,2,2,2,1,10,10,0.009,true
3820,1,3,2,2,1,10,10,0.009,true
3821,1,3,2,3,1,10,10,0.009,true
3822,2,3,3,2,7,43,10,0.042,true
3823,2,2,4,2,5,33,10,0.032,true
3824,1,4,2,3,1,10,10,0.009,true
3825,2,2,3,2,7,43,10,0.042,true
3826,2,3,4,2,5,33,10,0.032,true
3827,1,2,2,2,1,10,10,0.009,true
3828,1,4,2,3,1,10,10,0.009,true
3829,2,2,3,3,3,19,10,0.02,true
3830,2,3,4,1,5,33,10,0.034,true
3831,2,2,3,2,7,43,10,0.044,true
3832,2,4,2,3,7,43,10,0.042,true
3833,2,3,3,2,7,43,10,0.042,true
3834,2,3,3,2,5,33,10,0.034,true
3835,1,3,2,2,1,10,10,0.009,true
3836,2,2,3,3,3,19,10,0.018,true
3837,2,3,2,2,2,19,10,0.018,true
3838,1,3,2,3,1,10,10,0.009,true
3839,1,2,2,2,1,10,10,0.009,true
3840,1,3,2,2,1,10,10,0.009,true
3841,1,3,2,3,1,10,10,0.009,true
3842,2,3,3,2,3,19,10,0.018,true
3843,1,2,2,3,1,10,10,0.009,true
3844,1,3,2,2,1,10,10,0.009,true
3845,1,3,2,2,1,10,10,0.009,true
3846,1,2,2,2,1,10,10,0.009,true
3847,1,4,2,3,1,10,10,0.009,true
3848,1,2,2,3,1,10,10,0.009,true
3849,1,3,2,1,1,10,10,0.009,true
3850,1,3,2,3,1,10,10,0.009,true
3851,1,2,2,2,1,10,10,0.009,true
3852,1,3,2,2,1,10,10,0.008,true
3853,2,2,3,2,3,19,10,0.018,true
3854,2,4,3,3,7,43,10,0.043,true
3855,2,2,3,2,3,19,10,0.017,true
3856,2,4,3,3,7,43,10,0.043,true
3857,2,2,3,2,3,19,10,0.018,true
3858,2,3,3,2,3,19,10,0.018,true
3859,1,2,2,2,1,10,10,0.008,true
3860,1,4,2,3,1,10,10,0.009,true
3861,1,2,2,3,1,10,10,0.009,true
3862,1,3,2,2,1,10,10,0.009,true
3863,1,3,2,2,1,10,10,0.009,true
3864,1,2,2,2,1,10,10,0.009,true
3865,2,3,3,2,3,19,10,0.018,true
3866,2,3,2,3,3,19,10,0.018,true
3867,1,4,2,3,1,10,10,0.009,true
3868,2,2,2,2,7,43,10,0.042,true
3869,2,4,3,3,2,19,10,0.018,true
3870,1,2,2,3,1,10,10,0.009,true
3871,1,3,2,1,1,10,10,0.009,true
3872,1,3,2,3,1,10,10,0.008,true
3873,2,2,3,2,3,19,10,0.018,true
3874,2,3,3,3,9,49,10,0.048,true
3875,1,3,2,2,1,10,10,0.009,true
3876,2,3,3,2,3,19,10,0.018,true
3877,1,2,2,2,1,10,10,0.009,true
3878,1,3,2,2,1,10,10,0.009,true
3879,1,3,2,3,1,10,10,0.009,true
3880,1,3,2,2,1,10,10,0.009,true
3881,2,2,3,3,3,19,10,0.018,true
3882,2,2,3,1,3,19,10,0.018,true
3883,2,3,4,3,9,49,10,0.048,true
3884,1,3,2,2,1,10,10,0.009,true
3885,1,2,2,3,1,10,10,0.009,true
3886,1,3,2,2,1,10,10,0.009,true
3887,2,4,2,2,3,19,10,0.018,true
3888,1,2,2,2,1,10,10,0.009,true
3889,2,3,3,2,3,19,10,0.018,true
3890,2,3,2,2,3,19,10,0.018,true
3891,1,4,2,3,1,10,10,0.009,true
3892,1,2,2,3,1,10,10,0.009,true
3893,1,3,2,2,1,10,10,0.009,true
3894,2,4,2,3,3,19,10,0.018,true
3895,1,2,2,2,1,10,10,0.009,true
3896,2,4,3,3,7,43,10,0.043,true
3897,1,2,2,2,1,10,10,0.009,true
3898,1,3,2,2,1,10,10,0.009,true
3899,1,3,2,3,1,10,10,0.009,true
3900,1,3,2,2,1,10,10,0.009,true
3901,2,2,3,3,3,19,10,0.018,true
3902,2,3,3,2,7,43,10,0.043,true
3903,2,2,4,2,4,33,10,0.032,true
3904,1,3,2,2,1,10,10,0.009,true
3905,1,2,2,3,1,10,10,0.009,true
3906,1,3,2,2,1,10,10,0.009,true
3907,1,3,2,2,1,10,10,0.009,true
3908,1,2,2,2,1,10,10,0.009,true
3909,2,4,3,3,3,19,10,0.018,true
3910,2,2,3,2,5,33,10,0.032,true
3911,2,4,3,2,4,33,10,0.032,true
3912,2,2,3,2,3,19,10,0.018,true
3913,1,4,2,3,1,10,10,0.009,true
3914,1,2,2,3,1,10,10,0.009,true
3915,1,3,2,2,1,10,10,0.009,true
3916,1,3,2,2,1,10,10,0.009,true
3917,1,2,2,2,1,10,10,0.008,true
3918,1,4,2,3,1,10,10,0.008,true
3919,1,2,2,3,1,10,10,0.008,true
3920,1,3,2,1,1,10,10,0.008,true
3921,1,3,2,3,1,10,10,0.008,true
3922,1,2,2,2,1,10,10,0.008,true
3923,1,3,2,2,1,10,10,0.008,true
3924,2,2,3,2,3,19,10,0.018,true
3925,1,4,2,3,1,10,10,0.008,true
3926,2,3,2,3,7,43,10,0.043,true
3927,2,3,2,2,7,43,10,0.042,true
3928,1,3,2,2,1,10,10,0.009,true
3929,2,3,3,3,8,49,10,0.047,true
3930,2,3,3,1,3,19,10,0.018,true
3931,1,2,2,3,1,10,10,0.009,true
3932,2,3,3,2,3,19,10,0.018,true
3933,2,4,3,2,10,51,10,0.05,true
3934,2,3,4,1,9,49,10,0.047,true
3935,2,2,3,2,2,19,10,0.018,true
3936,1,4,2,3,1,10,10,0.009,true
3937,1,2,2,3,1,10,10,0.009,true
3938,1,3,2,1,1,10,10,0.009,true
3939,1,3,2,3,1,10,10,0.009,true
3940,1,2,2,2,1,10,10,0.009,true
3941,2,3,3,2,3,19,10,0.018,true
3942,1,2,2,2,1,10,10,0.009,true
3943,1,2,2,2,1,10,10,0.009,true
3944,1,4,2,3,1,10,10,0.009,true
3945,2,2,3,1,7,43,10,0.044,true
3946,2,4,3,3,2,19,10,0.019,true
3947,2,2,3,2,3,19,10,0.019,true
3948,1,3,2,2,1,10,10,0.009,true
3949,2,3,3,3,9,49,10,0.048,true
3950,2,4,3,2,8,49,10,0.047,true
3951,2,2,3,2,4,33,10,0.032,true
3952,2,3,4,3,10,51,10,0.05,true
3953,1,3,2,1,1,10,10,0.009,true
3954,2,2,3,3,3,19,10,0.018,true
3955,1,3,2,2,1,10,10,0.009,true
3956,1,3,2,2,1,10,10,0.009,true
3957,1,2,2,2,1,10,10,0.009,true
3958,1,4,2,3,1,10,10,0.009,true
3959,1,2,2,3,1,10,10,0.009,true
3960,2,2,3,1,3,19,10,0.018,true
3961,2,3,3,2,10,51,10,0.051,true
3962,2,4,3,3,9,49,10,0.047,true
3963,2,2,3,2,3,19,10,0.019,true
3964,1,3,2,2,1,10,10,0.009,true
3965,1,3,2,3,1,10,10,0.009,true
3966,1,3,2,2,1,10,10,0.009,true
3967,1,2,2,3,1,10,10,0.009,true
3968,1,3,2,2,1,10,10,0.009,true
3969,1,3,2,2,1,10,10,0.009,true
3970,1,2,2,2,1,10,10,0.009,true
3971,1,4,2,3,1,10,10,0.009,true
3972,1,2,2,3,1,10,10,0.009,true
3973,1,3,2,2,1,10,10,0.009,true
3974,2,3,3,2,3,19,10,0.017,true
3975,1,2,2,2,1,10,10,0.009,true
3976,2,3,4,2,5,33,10,0.032,true
3977,2,3,2,3,5,33,10,0.032,true
3978,2,2,4,1,6,43,10,0.042,true
3979,2,3,3,2,9,49,10,0.049,true
3980,1,3,2,2,1,10,10,0.009,true
3981,1,3,2,2,1,10,10,0.009,true
3982,1,2,2,2,1,10,10,0.009,true
3983,1,4,2,3,1,10,10,0.009,true
3984,1,2,2,3,1,10,10,0.008,true
3985,1,3,2,2,1,10,10,0.009,true
3986,1,3,2,2,1,10,10,0.009,true
3987,1,2,2,2,1,10,10,0.009,true
3988,1,4,2,3,1,10,10,0.009,true
3989,1,2,2,3,1,10,10,0.009,true
3990,1,3,2,1,1,10,10,0.009,true
3991,2,2,4,3,7,43,10,0.042,true
3992,1,3,2,1,1,10,10,0.009,true
3993,2,3,2,4,5,33,10,0.032,true
3994,2,3,4,1,8,49,10,0.048,true
3995,2,2,3,2,5,33,10,0.033,true
3996,2,3,2,3,10,51,10,0.051,true
3997,2,3,3,2,7,43,10,0.041,true
3998,2,2,4,2,5,33,10,0.032,true
3999,2,3,3,2,7,43,10,0.043,true
4000,2,2,3,2,2,19,10,0.019,true
4001,2,4,3,3,2,19,10,0.018,true
4002,1,2,2,3,1,10,10,0.009,true
4003,1,3,2,1,1,10,10,0.009,true
4004,1,3,2,3,1,10,10,0.009,true
4005,1,2,2,2,1,10,10,0.009,true
4006,1,3,2,2,1,10,10,0.009,true
4007,1,3,2,3,1,10,10,0.009,true
4008,1,3,2,2,1,10,10,0.01,true
4009,1,2,2,3,1,10,10,0.009,true
4010,1,3,2,2,1,10,10,0.009,true
4011,1,3,2,2,1,10,10,0.009,true
4012,1,2,2,2,1,10,10,0.009,true
4013,1,4,2,3,1,10,10,0.009,true
4014,1,2,2,3,1,10,10,0.009,true
4015,1,3,2,2,1,10,10,0.009,true
4016,1,3,2,2,1,10,10,0.009,true
4017,1,2,2,2,1,10,10,0.009,true
4018,1,4,2,3,1,10,10,0.009,true
4019,1,2,2,3,1,10,10,0.009,true
4020,1,3,2,1,1,10,10,0.009,true
4021,1,3,2,3,1,10,10,0.009,true
4022,1,2,2,2,1,10,10,0.009,true
4023,1,3,2,2,1,10,10,0.009,true
4024,1,3,2,3,1,10,10,0.009,true
4025,1,3,2,2,1,10,10,0.009,true
4026,1,2,2,3,1,10,10,0.009,true
4027,1,3,2,2,1,10,10,0.009,true
4028,1,3,2,2,1,10,10,0.009,true
4029,1,2,2,2,1,10,10,0.009,true
4030,1,4,2,3,1,10,10,0.009,true
4031,1,2,2,3,1,10,10,0.009,true
4032,1,3,2,2,1,10,10,0.009,true
4033,1,3,2,2,1,10,10,0.009,true
4034,1,2,2,2,1,10,10,0.009,true
4035,1,4,2,3,1,10,10,0.009,true
4036,1,2,2,3,1,10,10,0.009,true
4037,1,3,2,1,1,10,10,0.009,true
4038,1,3,2,3,1,10,10,0.009,true
4039,1,2,2,2,1,10,10,0.009,true
4040,1,3,2,1,1,10,10,0.009,true
4041,1,3,2,3,1,10,10,0.009,true
4042,1,3,2,2,1,10,10,0.009,true
4043,1,2,2,3,1,10,10,0.009,true
4044,1,3,2,2,1,10,10,0.009,true
4045,1,3,2,2,1,10,10,0.009,true
4046,2,2,3,2,2,19,10,0.019,true
4047,2,4,2,3,3,19,10,0.018,true
4048,2,3,2,3,3,19,10,0.018,true
4049,2,4,3,2,4,33,10,0.032,true
4050,1,3,2,3,1,10,10,0.008,true
4051,1,3,2,2,1,10,10,0.008,true
4052,1,2,2,3,1,10,10,0.008,true
4053,1,3,2,2,1,10,10,0.008,true
4054,1,3,2,2,1,10,10,0.008,true
4055,1,2,2,2,1,10,10,0.009,true
4056,1,4,2,3,1,10,10,0.008,true
4057,1,2,2,3,1,10,10,0.009,true
4058,1,3,2,2,1,10,10,0.009,true
4059,1,3,2,2,1,10,10,0.009,true
4060,1,2,2,2,1,10,10,0.009,true
4061,1,4,2,3,1,10,10,0.009,true
4062,1,2,2,3,1,10,10,0.009,true
4063,1,3,2,1,1,10,10,0.009,true
4064,1,3,2,3,1,10,10,0.009,true
4065,1,2,2,2,1,10,10,0.009,true
4066,1,3,2,2,1,10,10,0.009,true
4067,1,3,2,3,1,10,10,0.009,true
4068,1,3,2,2,1,10,10,0.009,true
4069,2,2,3,3,3,19,10,0.018,true
4070,1,3,2,2,1,10,10,0.009,true
4071,2,4,2,3,2,19,10,0.018,true
4072,1,2,2,2,1,10,10,0.009,true
4073,2,4,3,3,7,43,10,0.043,true
4074,1,2,2,2,1,10,10,0.009,true
4075,1,3,2,2,1,10,10,0.009,true
4076,1,3,2,3,1,10,10,0.009,true
4077,2,4,3,3,5,33,10,0.035,true
4078,2,2,3,1,5,33,10,0.035,true
4079,2,4,3,3,2,19,10,0.018,true
4080,2,2,3,2,9,49,10,0.048,true
4081,2,3,3,2,3,19,10,0.019,true
4082,1,2,2,2,1,10,10,0.009,true
4083,1,4,2,3,1,10,10,0.009,true
4084,1,2,2,3,1,10,10,0.009,true
4085,2,2,3,1,3,19,10,0.018,true
4086,2,2,4,3,5,33,10,0.033,true
4087,1,3,2,2,1,10,10,0.009,true
4088,2,4,3,2,8,49,10,0.048,true
4089,2,4,3,2,8,49,10,0.048,true
4090,2,2,3,2,8,49,10,0.047,true
4091,2,2,3,3,3,19,10,0.018,true
4092,1,3,2,2,1,10,10,0.009,true
4093,1,3,2,2,1,10,10,0.009,true
4094,1,2,2,2,1,10,10,0.009,true
4095,1,4,2,3,1,10,10,0.009,true
4096,1,2,2,2,1,10,10,0.009,true
4097,1,3,2,2,1,10,10,0.009,true
4098,1,3,2,2,1,10,10,0.009,true
4099,1,2,2,2,1,10,10,0.009,true
4100,1,4,2,3,1,10,10,0.009,true
4101,2,2,3,2,5,33,10,0.033,true
4102,2,4,4,2,6,43,10,0.043,true
4103,1,2,2,2,1,10,10,0.009,true
4104,2,4,2,3,8,49,10,0.049,true
4105,1,2,2,2,1,10,10,0.009,true
4106,2,3,3,2,3,19,10,0.018,true
4107,1,3,2,3,1,10,10,0.009,true
4108,2,3,3,2,3,19,10,0.018,true
4109,2,2,4,2,5,33,10,0.032,true
4110,1,3,2,2,1,10,10,0.009,true
4111,2,3,3,2,9,49,10,0.049,true
4112,2,3,3,3,9,49,10,0.048,true
4113,2,3,3,2,9,49,10,0.048,true
4114,2,2,3,3,3,19,10,0.018,true
4115,2,3,3,1,3,19,10,0.018,true
4116,2,3,2,4,3,19,10,0.019,true
4117,1,3,2,2,1,10,10,0.009,true
4118,2,3,2,3,5,33,10,0.032,true
4119,1,3,2,2,1,10,10,0.009,true
4120,2,3,3,2,3,19,10,0.018,true
4121,1,2,2,2,1,10,10,0.009,true
4122,1,4,2,3,1,10,10,0.009,true
4123,1,2,2,3,1,10,10,0.009,true
4124,1,3,2,1,1,10,10,0.009,true
4125,1,3,2,3,1,10,10,0.009,true
4126,1,2,2,2,1,10,10,0.009,true
4127,1,3,2,2,1,10,10,0.009,true
4128,1,3,2,3,1,10,10,0.009,true
4129,1,3,2,2,1,10,10,0.009,true
4130,1,2,2,3,1,10,10,0.009,true
4131,1,3,2,2,1,10,10,0.008,true
4132,1,3,2,2,1,10,10,0.009,true
4133,1,2,2,2,1,10,10,0.009,true
4134,1,4,2,3,1,10,10,0.009,true
4135,1,2,2,3,1,10,10,0.01,true
4136,1,3,2,2,1,10,10,0.01,true
4137,1,3,2,2,1,10,10,0.009,true
4138,1,2,2,2,1,10,10,0.009,true
4139,1,4,2,3,1,10,10,0.009,true
4140,1,2,2,3,1,10,10,0.009,true
4141,1,3,2,1,1,10,10,0.01,true
4142,2,2,4,2,10,51,10,0.052,true
4143,1,4,2,3,1,10,10,0.009,true
4144,2,2,3,2,7,43,10,0.043,true
4145,2,4,3,3,2,19,10,0.018,true
4146,2,2,3,2,3,19,10,0.018,true
4147,1,3,2,2,1,10,10,0.009,true
4148,1,2,2,3,1,10,10,0.009,true
4149,1,3,2,2,1,10,10,0.009,true
4150,1,3,2,2,1,10,10,0.009,true
4151,1,2,2,2,1,10,10,0.009,true
4152,1,4,2,3,1,10,10,0.009,true
4153,1,2,2,3,1,10,10,0.009,true
4154,1,3,2,2,1,10,10,0.009,true
4155,1,3,2,1,1,10,10,0.009,true
4156,2,2,3,2,2,19,10,0.018,true
4157,2,3,4,2,5,33,10,0.032,true
4158,1,2,2,2,1,10,10,0.009,true
4159,2,4,3,3,4,33,10,0.032,true
4160,2,2,4,1,6,43,10,0.042,true
4161,2,3,2,2,6,43,10,0.042,true
4162,2,3,3,2,2,19,10,0.018,true
4163,1,2,2,2,1,10,10,0.009,true
4164,1,4,2,3,1,10,10,0.009,true
4165,1,2,2,3,1,10,10,0.009,true
4166,1,3,2,2,1,10,10,0.009,true
4167,1,3,2,2,1,10,10,0.009,true
4168,1,2,2,2,1,10,10,0.009,true
4169,1,4,2,3,1,10,10,0.009,true
4170,1,2,2,3,1,10,10,0.009,true
4171,1,3,2,1,1,10,10,0.009,true
4172,1,3,2,3,1,10,10,0.009,true
4173,1,2,2,2,1,10,10,0.009,true
4174,1,3,2,2,1,10,10,0.009,true
4175,1,3,2,3,1,10,10,0.009,true
4176,1,3,2,2,1,10,10,0.009,true
4177,1,2,2,3,1,10,10,0.009,true
4178,1,3,2,2,1,10,10,0.009,true
4179,1,3,2,2,1,10,10,0.009,true
4180,1,2,2,2,1,10,10,0.008,true
4181,1,4,2,3,1,10,10,0.008,true
4182,1,2,2,3,1,10,10,0.009,true
4183,1,3,2,2,1,10,10,0.008,true
4184,1,3,2,2,1,10,10,0.009,true
4185,1,2,2,2,1,10,10,0.008,true
4186,2,3,3,2,3,19,10,0.018,true
4187,2,3,2,3,3,19,10,0.018,true
4188,2,4,2,3,5,33,10,0.033,true
4189,2,2,3,2,3,19,10,0.019,true
4190,1,4,2,3,1,10,10,0.009,true
4191,1,2,2,3,1,10,10,0.009,true
4192,1,3,2,2,1,10,10,0.009,true
4193,2,3,3,2,3,19,10,0.018,true
4194,2,2,3,2,6,43,10,0.045,true
4195,2,3,4,3,9,49,10,0.054,true
4196,2,3,3,2,3,19,10,0.019,true
4197,2,2,3,3,3,19,10,0.018,true
4198,1,3,2,1,1,10,10,0.008,true
4199,1,3,2,3,1,10,10,0.009,true
4200,1,2,2,2,1,10,10,0.009,true
4201,1,3,2,2,1,10,10,0.009,true
4202,2,2,3,2,3,19,10,0.018,true
4203,1,4,2,3,1,10,10,0.008,true
4204,2,2,4,2,4,33,10,0.033,true
4205,2,4,2,2,10,51,10,0.052,true
4206,2,2,4,2,10,51,10,0.05,true
4207,2,2,3,2,9,49,10,0.047,true
4208,2,4,3,3,2,19,10,0.018,true
4209,1,2,2,2,1,10,10,0.009,true
4210,1,3,2,1,1,10,10,0.009,true
4211,1,3,2,2,1,10,10,0.009,true
4212,1,2,2,2,1,10,10,0.009,true
4213,1,3,2,2,1,10,10,0.008,true
4214,1,3,2,3,1,10,10,0.008,true
4215,1,3,2,2,1,10,10,0.009,true
4216,1,2,2,3,1,10,10,0.009,true
4217,1,3,2,2,1,10,10,0.009,true
4218,1,3,2,2,1,10,10,0.009,true
4219,1,2,2,2,1,10,10,0.009,true
4220,1,4,2,3,1,10,10,0.009,true
4221,2,2,3,2,7,43,10,0.043,true
4222,2,3,4,2,4,33,10,0.032,true
4223,2,2,3,2,3,19,10,0.018,true
4224,2,4,3,3,6,43,10,0.043,true
4225,2,2,3,2,3,19,10,0.018,true
4226,1,4,2,3,1,10,10,0.009,true
4227,2,2,3,2,3,19,10,0.019,true
4228,1,3,2,2,1,10,10,0.009,true
4229,2,2,4,3,5,33,10,0.033,true
4230,2,4,2,2,5,33,10,0.032,true
4231,2,3,3,2,9,49,10,0.049,true
4232,2,3,4,2,5,33,10,0.032,true
4233,2,3,3,2,3,19,10,0.018,true
4234,1,2,2,3,1,10,10,0.009,true
4235,2,2,3,1,3,19,10,0.018,true
4236,2,3,2,4,3,19,10,0.018,true
4237,1,3,2,2,1,10,10,0.009,true
4238,2,4,2,3,5,33,10,0.033,true
4239,2,2,3,2,3,19,10,0.018,true
4240,1,3,2,2,1,10,10,0.009,true
4241,1,2,2,2,1,10,10,0.009,true
4242,1,4,2,3,1,10,10,0.009,true
4243,1,2,2,3,1,10,10,0.009,true
4244,1,3,2,2,1,10,10,0.009,true
4245,1,3,2,2,1,10,10,0.009,true
4246,1,2,2,2,1,10,10,0.009,true
4247,1,4,2,3,1,10,10,0.009,true
4248,1,2,2,3,1,10,10,0.009,true
4249,1,3,2,1,1,10,10,0.009,true
4250,1,3,2,3,1,10,10,0.009,true
4251,1,2,2,2,1,10,10,0.009,true
4252,1,3,2,2,1,10,10,0.008,true
4253,1,3,2,3,1,10,10,0.009,true
4254,1,3,2,2,1,10,10,0.009,true
4255,1,2,2,3,1,10,10,0.009,true
4256,1,3,2,2,1,10,10,0.009,true
4257,1,3,2,2,1,10,10,0.009,true
4258,1,2,2,2,1,10,10,0.009,true
4259,1,4,2,2,1,10,10,0.009,true
4260,1,2,2,3,1,10,10,0.009,true
4261,1,3,2,2,1,10,10,0.009,true
4262,1,3,2,2,1,10,10,0.009,true
4263,1,2,2,2,1,10,10,0.009,true
4264,1,4,2,3,1,10,10,0.009,true
4265,2,2,3,2,5,33,10,0.033,true
4266,2,4,4,1,6,43,10,0.043,true
4267,1,2,2,2,1,10,10,0.009,true
4268,2,4,2,3,8,49,10,0.05,true
4269,1,2,2,2,1,10,10,0.009,true
